player_id,player_display_name,position,position_group,season,week,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,target_share,air_yards_share,wopr,pacr,racr
00-0037816,Romeo Doubs,WR,WR,2022,5,REG,2022_05_NYG_GB,GB,NYG,0,0,0,0,0,0,0,0,,,0,0,0,0,,3,5,29,0,63,7,1,-0.0265067387372255,0.128205128205128,0.216494845360825,0.34385408406027,,0.46031746031746
00-0037828,Danny Gray,WR,WR,2022,5,REG,2022_05_SF_CAR,SF,CAR,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,2,0,0,45,0,0,-1.10388792888261,0.0666666666666667,0.195652173913043,0.23695652173913,,0
00-0037834,Brock Purdy,QB,QB,2022,5,REG,2022_05_SF_CAR,SF,CAR,0,0,0,0,0,0,0,0,,,1,-1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
00-0037838,Isaiah Likely,TE,TE,2022,5,REG,2022_05_CIN_BAL,BAL,CIN,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,2,7,0,-1,8,0,-1.22556119217366,0.0740740740740741,-0.00338983050847458,0.108738229755179,,0
00-0038040,Zamir White,RB,RB,2022,5,REG,2022_05_LV_KC,LV,KC,0,0,0,0,0,0,0,0,,,1,-7,0,0,-1.41928748309147,0,0,0,0,0,0,0,,0,0,0,,
00-0038090,Skyy Moore,WR,WR,2022,5,REG,2022_05_LV_KC,KC,LV,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,3,15,0,-6,22,0,6.4999214373529e-05,0.0714285714285714,-0.0218978102189781,0.0918143899895725,,0
00-0038102,Kenny Pickett,QB,QB,2022,5,REG,2022_05_PIT_BUF,PIT,BUF,34,52,327,0,1,363,137,19,-2.23764641957979,1.39039421782774,1,10,0,0,-1.54862492275424,0,0,0,0,0,0,0,,0,0,0,0.900826446280992,
00-0038104,Tyquan Thornton,WR,WR,2022,5,REG,2022_05_DET_NE,NE,DET,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,3,7,0,46,3,0,-0.957523979479447,0.142857142857143,0.251366120218579,0.39024199843872,,0.152173913043478
00-0038108,Bailey Zappe,QB,QB,2022,5,REG,2022_05_DET_NE,NE,DET,17,21,188,1,1,183,98,11,6.55634071463232,13.2026195526123,5,5,0,0,-1.5626986393964,0,0,0,0,0,0,0,,0,0,0,1.02732240437158,
00-0038115,Daniel Bellinger,TE,TE,2022,5,REG,2022_05_NYG_GB,NYG,GB,0,0,0,0,0,0,0,0,,,1,2,1,1,1.28657086705789,2,3,22,0,8,10,2,1.68841761158546,0.115384615384615,0.0575539568345324,0.213364692861096,,2.75
00-0038120,Breece Hall,RB,RB,2022,5,REG,2022_05_MIA_NYJ,NYJ,MIA,0,0,0,0,0,0,0,0,,,18,97,1,4,1.75884917800431,2,2,100,0,17,83,2,7.73662645713193,0.0952380952380952,0.0862944162436548,0.203263234227701,,5.88235294117647
00-0038124,Christian Watson,WR,WR,2022,5,REG,2022_05_NYG_GB,GB,NYG,0,0,0,0,0,0,0,0,,,1,-3,0,0,-1.08151799859479,1,1,1,0,-4,5,0,-0.484004211146385,0.0256410256410256,-0.013745704467354,0.0288395453343907,,0
00-0038129,Cade Otton,TE,TE,2022,5,REG,2022_05_ATL_TB,TB,ATL,0,0,0,0,0,0,0,0,,,0,0,0,0,,6,7,43,0,25,15,2,1.85059511160944,0.14,0.069060773480663,0.258342541436464,,1.72
00-0038134,Kenneth Walker III,RB,RB,2022,5,REG,2022_05_SEA_NO,SEA,NO,0,0,0,0,0,0,0,0,,,8,88,1,1,2.23730479629012,0,0,0,0,0,0,0,,0,0,0,,
00-0019596,Tom Brady,QB,QB,2022,6,REG,2022_06_TB_PIT,TB,PIT,25,40,243,1,0,302,87,11,7.77279103205027,0.788379077975814,1,0,0,0,-1.1183694647043,0,0,0,0,0,0,0,,0,0,0,0.804635761589404,
00-0023459,Aaron Rodgers,QB,QB,2022,6,REG,2022_06_NYJ_GB,GB,NYJ,26,41,246,1,0,354,100,9,-13.2932494412757,-2.02238224446774,1,0,0,0,-4.79186889599077,0,0,0,0,0,0,0,,0,0,0,0.694915254237288,
00-0026143,Matt Ryan,QB,QB,2022,6,REG,2022_06_JAX_IND,IND,JAX,42,58,389,3,0,299,209,22,16.7103750111603,3.61200911658151,1,-4,0,0,-0.781606864533387,0,0,0,0,0,0,0,,0,0,0,1.30100334448161,
00-0026498,Matthew Stafford,QB,QB,2022,6,REG,2022_06_CAR_LA,LA,CAR,26,33,253,1,1,146,153,16,3.05017495113115,8.30604760877548,2,-3,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.73287671232877,
00-0027942,A.J. Green,WR,WR,2022,6,REG,2022_06_ARI_SEA,ARI,SEA,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,4,7,0,36,0,0,-6.07401264940572,0.111111111111111,0.108108108108108,0.242342342342342,,0.194444444444444
00-0027966,Mark Ingram,RB,RB,2022,6,REG,2022_06_CIN_NO,NO,CIN,0,0,0,0,0,0,0,0,,,9,46,0,3,0.588661849673372,1,2,11,0,-6,10,1,1.45701722986996,0.0645161290322581,-0.0205479452054795,0.0823906319045515,,-1.83333333333333
00-0027973,Andy Dalton,QB,QB,2022,6,REG,2022_06_CIN_NO,NO,CIN,17,32,162,1,0,237,65,10,3.34224870504448,-7.51323604157993,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0.683544303797468,
00-0028002,Randall Cobb,WR,WR,2022,6,REG,2022_06_NYJ_GB,GB,NYJ,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,8,0,-1,9,0,0.422401774791069,0.0227272727272727,-0.0027027027027027,0.0321990171990172,,0
00-0029263,Russell Wilson,QB,QB,2022,6,REG,2022_06_DEN_LAC,DEN,LAC,15,28,188,1,0,267,72,8,-6.82664254382424,-4.90802371501923,4,23,0,1,0.931878874078393,0,0,0,0,0,0,0,,0,0,0,0.704119850187266,
00-0029604,Kirk Cousins,QB,QB,2022,6,REG,2022_06_MIN_MIA,MIN,MIA,20,30,175,2,0,167,99,7,-4.47448618992497,1.30353921226093,2,-5,0,0,-1.50505608977983,0,0,0,0,0,0,0,,0,0,0,1.04790419161677,
00-0029892,Kyle Juszczyk,FB,RB,2022,6,REG,2022_06_SF_ATL,SF,ATL,0,0,0,0,0,0,0,0,,,0,0,0,0,,4,4,33,0,4,29,3,0.141112466691993,0.0975609756097561,0.0129449838187702,0.155402952087773,,8.25
00-0030035,Adam Thielen,WR,WR,2022,6,REG,2022_06_MIN_MIA,MIN,MIA,0,0,0,0,0,0,0,0,,,0,0,0,0,,4,8,36,1,89,8,3,1.04756980481045,0.285714285714286,0.532934131736527,0.801625320786997,,0.404494382022472
00-0030061,Zach Ertz,TE,TE,2022,6,REG,2022_06_ARI_SEA,ARI,SEA,0,0,0,0,0,0,0,0,,,0,0,0,0,,7,10,70,0,117,11,3,3.24487382825464,0.277777777777778,0.351351351351351,0.662612612612613,,0.598290598290598
00-0030068,Marquise Goodwin,WR,WR,2022,6,REG,2022_06_ARI_SEA,SEA,ARI,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,2,26,0,12,14,2,0.959644609887619,0.0666666666666667,0.0563380281690141,0.13943661971831,,2.16666666666667
00-0030108,Ryan Griffin,TE,TE,2022,6,REG,2022_06_WAS_CHI,CHI,WAS,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,1,0,0,3,0,0,-0.967534273455385,0.0384615384615385,0.0109090909090909,0.0653286713286713,,0
00-0030506,Travis Kelce,TE,TE,2022,6,REG,2022_06_BUF_KC,KC,BUF,0,0,0,0,0,0,0,0,,,1,4,0,0,0.150552984909154,8,10,108,0,83,43,6,8.56682413214046,0.285714285714286,0.393364928909953,0.703926878808395,,1.30120481927711
00-0030513,Latavius Murray,RB,RB,2022,6,REG,2022_06_DEN_LAC,DEN,LAC,0,0,0,0,0,0,0,0,,,15,66,0,2,-1.19386421027593,1,1,-2,0,-6,4,0,-1.25762435747311,0.04,-0.0224719101123596,0.0442696629213483,,0.333333333333333
00-0030565,Geno Smith,QB,QB,2022,6,REG,2022_06_ARI_SEA,SEA,ARI,20,31,197,0,0,213,98,10,-6.3047140378113,-2.97191063563029,6,48,0,1,1.81168679782422,0,0,0,0,0,0,0,,0,0,0,0.924882629107981,
00-0030968,Keith Smith,FB,RB,2022,6,REG,2022_06_SF_ATL,ATL,SF,0,0,0,0,0,0,0,0,,,1,2,0,1,0.199350546114147,1,1,8,0,0,8,0,0.509006017120555,0.0714285714285714,0,0.107142857142857,,0
00-0031237,Teddy Bridgewater,QB,QB,2022,6,REG,2022_06_MIN_MIA,MIA,MIN,23,34,329,2,2,277,158,15,2.87471097532668,5.87930707260966,1,10,0,1,1.28993525973056,0,0,0,0,0,0,0,,0,0,0,1.18772563176895,
00-0031273,Cameron Brate,TE,TE,2022,6,REG,2022_06_TB_PIT,TB,PIT,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,3,14,0,27,4,0,-0.269135489768814,0.0810810810810811,0.0894039735099338,0.184204403078575,,0.518518518518519
00-0031345,Jimmy Garoppolo,QB,QB,2022,6,REG,2022_06_SF_ATL,SF,ATL,29,41,296,2,2,309,216,15,3.56417408282869,-0.685750711254957,3,11,0,2,0.408356826228555,0,0,0,0,0,0,0,,0,0,0,0.957928802588997,
00-0031376,Jerick McKinnon,RB,RB,2022,6,REG,2022_06_BUF_KC,KC,BUF,0,0,0,0,0,0,0,0,,,2,1,0,0,-2.18401462538168,3,3,29,0,-2,31,1,-1.36443953892114,0.0857142857142857,-0.00947867298578199,0.121936357481381,,-14.5
00-0031408,Mike Evans,WR,WR,2022,6,REG,2022_06_TB_PIT,TB,PIT,0,0,0,0,0,0,0,0,,,0,0,0,0,,4,4,42,0,33,9,2,2.83657022437546,0.108108108108108,0.109271523178808,0.238652228387328,,1.27272727272727
00-0031428,Allen Robinson,WR,WR,2022,6,REG,2022_06_CAR_LA,LA,CAR,0,0,0,0,0,0,0,0,,,0,0,0,0,,5,6,63,1,55,11,5,4.6190812484272,0.193548387096774,0.376712328767123,0.554021210782148,,1.14545454545455
00-0031544,Amari Cooper,WR,WR,2022,6,REG,2022_06_NE_CLE,CLE,NE,0,0,0,0,0,0,0,0,,,0,0,0,0,,4,12,44,1,157,2,3,1.32581415995811,0.285714285714286,0.297912713472486,0.637110328002169,,0.280254777070064
00-0031545,Kevin White,WR,WR,2022,6,REG,2022_06_CIN_NO,NO,CIN,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,1,0,0,43,0,0,-0.801163247786462,0.032258064516129,0.147260273972603,0.151469288555015,,0
00-0031547,DeVante Parker,WR,WR,2022,6,REG,2022_06_NE_CLE,NE,CLE,0,0,0,0,0,0,0,0,,,0,0,0,0,,4,6,64,0,78,13,3,4.8573344530887,0.193548387096774,0.453488372093023,0.607764441110278,,0.82051282051282
00-0031585,MyCole Pruitt,TE,TE,2022,6,REG,2022_06_SF_ATL,ATL,SF,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,2,1,2,0,1,0.880121757625602,0.0714285714285714,0.025974025974026,0.125324675324675,,1
00-0031588,Stefon Diggs,WR,WR,2022,6,REG,2022_06_BUF_KC,BUF,KC,0,0,0,0,0,0,0,0,,,0,0,0,0,,10,13,148,1,113,52,8,6.66390260297339,0.342105263157895,0.383050847457627,0.781293487957181,,1.30973451327434
00-0031595,Michael Burton,FB,RB,2022,6,REG,2022_06_BUF_KC,KC,BUF,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,1,0,0,-5,0,0,-0.438857272150926,0.0285714285714286,-0.023696682464455,0.0262694651320244,,0
00-0031687,Raheem Mostert,RB,RB,2022,6,REG,2022_06_MIN_MIA,MIA,MIN,0,0,0,0,0,0,0,0,,,14,49,0,2,-3.64062006340828,1,2,-1,0,4,0,0,-1.59763313859117,0.0444444444444444,0.00975609756097561,0.0734959349593496,,-0.25
00-0031690,Eric Tomlinson,TE,TE,2022,6,REG,2022_06_DEN_LAC,DEN,LAC,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,16,0,16,0,1,1.0025318574626,0.04,0.0599250936329588,0.101947565543071,,1
00-0031763,DeAndre Carter,WR,WR,2022,6,REG,2022_06_DEN_LAC,LAC,DEN,0,0,0,0,0,0,0,0,,,0,0,0,0,,3,5,17,0,23,3,1,-4.15080841013696,0.0909090909090909,0.0682492581602374,0.184138117075803,,0.739130434782609
00-0031806,Malcolm Brown,RB,RB,2022,6,REG,2022_06_CAR_LA,LA,CAR,0,0,0,0,0,0,0,0,,,7,15,0,0,-5.196974115388,1,1,13,0,-5,18,1,0.785715005011298,0.032258064516129,-0.0342465753424658,0.0244144940344675,,-2.6
00-0032054,Breshad Perriman,WR,WR,2022,6,REG,2022_06_TB_PIT,TB,PIT,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,1,0,0,17,0,0,-0.501537081436254,0.027027027027027,0.0562913907284768,0.0799445140504743,,0
00-0032058,Tevin Coleman,RB,RB,2022,6,REG,2022_06_SF_ATL,SF,ATL,0,0,0,0,0,0,0,0,,,4,3,0,0,-3.53096153476508,0,0,0,0,0,0,0,,0,0,0,,
00-0032134,C.J. Uzomah,TE,TE,2022,6,REG,2022_06_NYJ_GB,NYJ,GB,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,2,17,0,-2,19,1,1.23912059911527,0.117647058823529,-0.018018018018018,0.163857975622681,,0
00-0032144,Melvin Gordon,RB,RB,2022,6,REG,2022_06_DEN_LAC,DEN,LAC,0,0,0,0,0,0,0,0,,,3,8,0,0,-0.902060579741374,0,0,0,0,0,0,0,,0,0,0,,
00-0032211,Tyler Lockett,WR,WR,2022,6,REG,2022_06_ARI_SEA,SEA,ARI,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,5,17,0,62,8,1,-1.14230191410752,0.166666666666667,0.291079812206573,0.453755868544601,,0.274193548387097
00-0032268,Marcus Mariota,QB,QB,2022,6,REG,2022_06_SF_ATL,ATL,SF,13,14,129,2,0,77,57,7,5.20914246269967,19.3932754652841,6,50,1,4,4.09845547628356,0,0,0,0,0,0,0,,0,0,0,1.67532467532468,
00-0032355,Chester Rogers,WR,WR,2022,6,REG,2022_06_NE_CLE,CLE,NE,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,
00-0032602,J.D. McKissic,RB,RB,2022,6,REG,2022_06_WAS_CHI,WAS,CHI,0,0,0,0,0,0,0,0,,,2,20,0,1,1.28006551822182,0,3,0,0,12,0,0,-2.45987972826697,0.136363636363636,0.0875912408759124,0.265859323158593,,0
00-0032775,Demarcus Robinson,WR,WR,2022,6,REG,2022_06_BAL_NYG,BAL,NYG,0,0,0,0,0,0,0,0,,,0,0,0,0,,3,5,27,0,54,9,1,1.30651374734589,0.15625,0.174193548387097,0.356310483870968,,0.5
00-0032897,Derek Watt,FB,RB,2022,6,REG,2022_06_TB_PIT,PIT,TB,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,
00-0032918,C.J. Ham,FB,RB,2022,6,REG,2022_06_MIN_MIA,MIN,MIA,0,0,0,0,0,0,0,0,,,1,3,0,1,0.889778557233512,0,0,0,0,0,0,0,,0,0,0,,
00-0032950,Carson Wentz,QB,QB,2022,6,REG,2022_06_WAS_CHI,WAS,CHI,12,22,99,0,0,137,72,5,-8.91880235781233,-16.3389073176817,2,2,0,0,-0.453286595642567,0,0,0,0,0,0,0,,0,0,0,0.722627737226277,
00-0032980,Marcus Johnson,WR,WR,2022,6,REG,2022_06_BAL_NYG,NYG,BAL,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,4,25,0,48,13,2,1.55490492959507,0.16,0.268156424581006,0.427709497206704,,0.520833333333333
00-0033009,Tyler Boyd,WR,WR,2022,6,REG,2022_06_CIN_NO,CIN,NO,0,0,0,0,0,0,0,0,,,0,0,0,0,,6,6,66,0,39,27,4,5.13168365733884,0.166666666666667,0.171052631578947,0.369736842105263,,1.69230769230769
00-0033040,Tyreek Hill,WR,WR,2022,6,REG,2022_06_MIN_MIA,MIA,MIN,0,0,0,0,0,0,0,0,,,0,0,0,0,,12,15,177,0,181,70,9,13.06335273062,0.333333333333333,0.441463414634146,0.809024390243902,,0.977900552486188
00-0033045,Ezekiel Elliott,RB,RB,2022,6,REG,2022_06_DAL_PHI,DAL,PHI,0,0,0,0,0,0,0,0,,,13,81,1,6,5.01997032092186,1,1,5,0,0,5,1,0.759081976953894,0.027027027027027,0,0.0405405405405405,,0
00-0033090,Hunter Henry,TE,TE,2022,6,REG,2022_06_NE_CLE,NE,CLE,0,0,0,0,0,0,0,0,,,0,0,0,0,,4,7,61,1,42,28,3,0.652040905511751,0.225806451612903,0.244186046511628,0.509639909977494,,1.45238095238095
00-0033110,Tyler Higbee,TE,TE,2022,6,REG,2022_06_CAR_LA,LA,CAR,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,2,7,0,12,5,0,-0.0427650039782748,0.0645161290322581,0.0821917808219178,0.15430844012373,,0.583333333333333
00-0033118,Kenyan Drake,RB,RB,2022,6,REG,2022_06_BAL_NYG,BAL,NYG,0,0,0,0,0,0,0,0,,,10,119,1,6,6.72367055618088,1,2,8,0,-4,12,1,0.61092243269593,0.0625,-0.0129032258064516,0.0847177419354839,,-2
00-0033119,Jacoby Brissett,QB,QB,2022,6,REG,2022_06_NE_CLE,CLE,NE,21,45,266,1,2,527,78,12,-11.6116089065502,-9.05688859167553,1,0,0,0,-3.87160767975729,0,0,0,0,0,0,0,,0,0,0,0.504743833017078,
00-0033246,Johnny Mundt,TE,TE,2022,6,REG,2022_06_MIN_MIA,MIN,MIA,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,2,1,0,-2,3,0,-0.977899239107501,0.0714285714285714,-0.0119760479041916,0.098759623609923,,0
00-0033251,Zach Pascal,WR,WR,2022,6,REG,2022_06_DAL_PHI,PHI,DAL,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,
00-0033275,PJ Walker,QB,QB,2022,6,REG,2022_06_CAR_LA,CAR,LA,10,16,60,0,0,-1,86,3,-10.6862513638475,-19.7930749505758,1,-1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
00-0033280,Christian McCaffrey,RB,RB,2022,6,REG,2022_06_CAR_LA,CAR,LA,0,0,0,0,0,0,0,0,,,13,69,0,2,-1.40462609683163,7,8,89,0,-16,99,4,2.54743403331717,0.380952380952381,-0.842105263157895,-0.0180451127819549,,-5.5625
00-0033282,Curtis Samuel,WR,WR,2022,6,REG,2022_06_WAS_CHI,WAS,CHI,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,5,6,0,38,9,0,-2.79702537480592,0.227272727272727,0.277372262773723,0.535069674850697,,0.157894736842105
00-0033288,George Kittle,TE,TE,2022,6,REG,2022_06_SF_ATL,SF,ATL,0,0,0,0,0,0,0,0,,,0,0,0,0,,8,10,83,0,30,71,4,2.84772878244985,0.24390243902439,0.0970873786407767,0.433814823585129,,2.76666666666667
00-0033292,Trent Taylor,WR,WR,2022,6,REG,2022_06_CIN_NO,CIN,NO,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,
00-0033293,Aaron Jones,RB,RB,2022,6,REG,2022_06_NYJ_GB,GB,NYJ,0,0,0,0,0,0,0,0,,,9,19,0,2,-0.428706994687673,3,4,25,0,-7,29,1,0.926929447799921,0.0909090909090909,-0.0189189189189189,0.123120393120393,,-3.57142857142857
00-0033307,Kendrick Bourne,WR,WR,2022,6,REG,2022_06_NE_CLE,NE,CLE,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,17,0,6,11,1,2.49950878904201,0.032258064516129,0.0348837209302326,0.0728057014253563,,2.83333333333333
00-0033308,Matt Breida,RB,RB,2022,6,REG,2022_06_BAL_NYG,NYG,BAL,0,0,0,0,0,0,0,0,,,3,-6,0,0,-2.49305635900237,2,2,17,0,9,8,1,0.530013707582839,0.08,0.0502793296089386,0.155195530726257,,1.88888888888889
00-0033357,Taysom Hill,TE,TE,2022,6,REG,2022_06_CIN_NO,NO,CIN,2,4,16,0,0,55,7,2,0.367076273658313,4.41500643889109,5,39,0,2,0.285762167535722,0,0,0,0,0,0,0,,0,0,0,0.290909090909091,
00-0033376,Patrick Ricard,RB,RB,2022,6,REG,2022_06_BAL_NYG,BAL,NYG,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,1,0,0,0,0,0,-5.59276272606803,0.03125,0,0.046875,,
00-0033439,Pharaoh Brown,TE,TE,2022,6,REG,2022_06_NE_CLE,CLE,NE,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,3,21,0,36,18,2,-2.00727553246543,0.0714285714285714,0.0683111954459203,0.154960693955001,,0.583333333333333
00-0033466,Isaiah McKenzie,WR,WR,2022,6,REG,2022_06_BUF_KC,BUF,KC,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,5,9,0,29,2,0,-3.84903116270634,0.131578947368421,0.0983050847457627,0.266181980374665,,0.310344827586207
00-0033526,Samaje Perine,RB,RB,2022,6,REG,2022_06_CIN_NO,CIN,NO,0,0,0,0,0,0,0,0,,,2,5,0,0,-0.429713932680897,2,2,11,0,-4,15,0,-0.462658309843391,0.0555555555555556,-0.0175438596491228,0.0710526315789474,,-2.75
00-0033536,Mike Williams,WR,WR,2022,6,REG,2022_06_DEN_LAC,LAC,DEN,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,6,17,0,101,5,0,-2.59312076132647,0.109090909090909,0.299703264094956,0.373428648502832,,0.168316831683168
00-0033572,Jamal Agnew,WR,WR,2022,6,REG,2022_06_JAX_IND,JAX,IND,0,0,0,0,0,0,0,0,,,1,19,0,1,1.78402891181759,1,1,5,0,-5,10,0,-0.0666467128321528,0.0454545454545455,-0.0574712643678161,0.0279519331243469,,0
00-0033591,Noah Brown,WR,WR,2022,6,REG,2022_06_DAL_PHI,DAL,PHI,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,3,10,0,20,5,1,0.371163989941124,0.0810810810810811,0.0634920634920635,0.166066066066066,,0.5
00-0033662,Cooper Rush,QB,QB,2022,6,REG,2022_06_DAL_PHI,DAL,PHI,18,38,181,1,3,315,80,12,-8.38204789838014,-17.2778898799742,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0.574603174603175,
00-0033699,Austin Ekeler,RB,RB,2022,6,REG,2022_06_DEN_LAC,LAC,DEN,0,0,0,0,0,0,0,0,,,14,36,1,4,0.775771326327231,10,16,47,0,5,65,2,-3.58591071891812,0.290909090909091,0.0148367952522255,0.446749393040194,,9.4
00-0033757,Robert Tonyan,TE,TE,2022,6,REG,2022_06_NYJ_GB,GB,NYJ,0,0,0,0,0,0,0,0,,,0,0,0,0,,10,12,90,0,94,27,4,-0.101845596625935,0.272727272727273,0.254054054054054,0.586928746928747,,0.957446808510638
00-0033856,Leonard Fournette,RB,RB,2022,6,REG,2022_06_TB_PIT,TB,PIT,0,0,0,0,0,0,0,0,,,21,63,0,7,-1.3316795353312,6,6,38,1,-7,45,1,2.29714428400621,0.162162162162162,-0.0231788079470199,0.227018077680329,,-5.42857142857143
00-0033857,JuJu Smith-Schuster,WR,WR,2022,6,REG,2022_06_BUF_KC,KC,BUF,0,0,0,0,0,0,0,0,,,0,0,0,0,,5,5,113,1,35,78,4,9.92446021502838,0.142857142857143,0.165876777251185,0.330399458361544,,3.22857142857143
00-0033858,Jonnu Smith,TE,TE,2022,6,REG,2022_06_NE_CLE,NE,CLE,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,2,61,0,9,52,1,5.07167144748382,0.0645161290322581,0.0523255813953488,0.133402100525131,,6.77777777777778
00-0033869,Mitchell Trubisky,QB,QB,2022,6,REG,2022_06_TB_PIT,PIT,TB,9,12,144,1,0,112,49,6,10.2848179983557,9.70741510391235,6,5,0,1,-5.32750787021359,0,0,0,0,0,0,0,,0,0,0,1.28571428571429,
00-0033871,Corey Davis,WR,WR,2022,6,REG,2022_06_NYJ_GB,NYJ,GB,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,4,52,0,60,6,2,2.79725806246282,0.235294117647059,0.540540540540541,0.731319554848967,,0.866666666666667
00-0033873,Patrick Mahomes,QB,QB,2022,6,REG,2022_06_BUF_KC,KC,BUF,25,40,338,2,2,211,208,16,4.38072526515257,1.84511286871774,4,21,0,2,2.30369329866706,0,0,0,0,0,0,0,,0,0,0,1.60189573459716,
00-0033881,Evan Engram,TE,TE,2022,6,REG,2022_06_JAX_IND,JAX,IND,0,0,0,0,0,0,0,0,,,0,0,0,0,,5,6,40,0,29,37,1,-0.107764119005762,0.272727272727273,0.333333333333333,0.642424242424242,,1.37931034482759
00-0033885,David Njoku,TE,TE,2022,6,REG,2022_06_NE_CLE,CLE,NE,0,0,0,0,0,0,0,0,,,0,0,0,0,,3,6,58,0,102,13,2,0.448204626678489,0.142857142857143,0.193548387096774,0.349769585253456,,0.568627450980392
00-0033891,Zay Jones,WR,WR,2022,6,REG,2022_06_JAX_IND,JAX,IND,0,0,0,0,0,0,0,0,,,0,0,0,0,,5,5,42,0,45,8,3,5.87371635017917,0.227272727272727,0.517241379310345,0.702978056426332,,0.933333333333333
00-0033893,Dalvin Cook,RB,RB,2022,6,REG,2022_06_MIN_MIA,MIN,MIA,0,0,0,0,0,0,0,0,,,13,77,1,1,-1.36689927155385,1,1,6,0,2,4,0,0.497950445686001,0.0357142857142857,0.0119760479041916,0.0619546621043627,,3
00-0033895,Gerald Everett,TE,TE,2022,6,REG,2022_06_DEN_LAC,LAC,DEN,0,0,0,0,0,0,0,0,,,0,0,0,0,,5,7,29,0,18,24,2,-2.80549637990771,0.127272727272727,0.0534124629080119,0.228297814944699,,1.61111111111111
00-0033897,Joe Mixon,RB,RB,2022,6,REG,2022_06_CIN_NO,CIN,NO,0,0,0,0,0,0,0,0,,,8,45,0,5,2.31283538113348,4,6,23,1,1,31,2,2.11950023844838,0.166666666666667,0.0043859649122807,0.253070175438597,,23
00-0033906,Alvin Kamara,RB,RB,2022,6,REG,2022_06_CIN_NO,NO,CIN,0,0,0,0,0,0,0,0,,,19,99,0,3,-1.24360333534423,6,9,25,0,14,29,1,-3.90388838425567,0.290322580645161,0.0479452054794521,0.469045514803359,,1.78571428571429
00-0033908,Cooper Kupp,WR,WR,2022,6,REG,2022_06_CAR_LA,LA,CAR,0,0,0,0,0,0,0,0,,,2,17,0,2,0.498795179417357,7,8,80,0,37,50,5,-2.0639666201314,0.258064516129032,0.253424657534247,0.564494034467521,,2.16216216216216
00-0033921,Chris Godwin Jr.,WR,WR,2022,6,REG,2022_06_TB_PIT,TB,PIT,0,0,0,0,0,0,0,0,,,0,0,0,0,,6,12,95,0,135,14,4,2.08432528421702,0.324324324324324,0.447019867549669,0.799400393771255,,0.703703703703704
00-0033923,Kareem Hunt,RB,RB,2022,6,REG,2022_06_NE_CLE,CLE,NE,0,0,0,0,0,0,0,0,,,4,12,0,0,-1.95967960461965,0,1,0,0,3,0,0,-0.57185515970923,0.0238095238095238,0.00569259962049336,0.0396991054486311,,0
00-0033925,D'Onta Foreman,RB,RB,2022,6,REG,2022_06_CAR_LA,CAR,LA,0,0,0,0,0,0,0,0,,,5,19,0,0,-0.862131770933047,0,0,0,0,0,0,0,,0,0,0,,
