player_id,player_display_name,position,position_group,season,week,season_type,game_id,team,opponent_team,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties
00-0031411,DeMarcus Lawrence,LB,LB,2024,1,REG,2024_01_DAL_CLE,DAL,CLE,3,1,1,3,18,1,2,16,4,0,0,0,0,0,0
00-0031550,Shaq Thompson,OLB,LB,2024,1,REG,2024_01_CAR_NO,CAR,NO,4,0,6,2,6,0,0,0,0,0,0,0,0,0,0
00-0031551,Eddie Goldman,NT,DL,2024,1,REG,2024_01_PIT_ATL,ATL,PIT,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00-0031554,Eric Kendricks,MLB,LB,2024,1,REG,2024_01_DAL_CLE,DAL,CLE,4,2,3,1,8,0,2,8,2,1,8,1,0,0,0
00-0031557,Jordan Phillips,DT,DL,2024,1,REG,2024_01_DAL_CLE,DAL,CLE,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00-0031565,Danielle Hunter,DE,DL,2024,1,REG,2024_01_HOU_IND,HOU,IND,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
00-0031576,Za'Darius Smith,DE,DL,2024,1,REG,2024_01_DAL_CLE,CLE,DAL,2,0,1,1,2,0,1,2,1,0,0,0,0,0,0
00-0031583,Grady Jarrett,DT,DL,2024,1,REG,2024_01_PIT_ATL,ATL,PIT,2,0,1,2,25,0,1.5,19,3,0,0,0,0,0,0
00-0031608,Quandre Diggs,S,DB,2024,1,REG,2024_01_TEN_CHI,TEN,CHI,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0031785,Troy Hill,CB,DB,2024,1,REG,2024_01_CAR_NO,CAR,NO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0031898,Alex Singleton,LB,LB,2024,1,REG,2024_01_DEN_SEA,DEN,SEA,2,4,3,1,4,0,0,0,0,1,21,1,0,0,0
00-0031933,Leonard Williams,DE,DL,2024,1,REG,2024_01_DEN_SEA,SEA,DEN,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0
00-0031935,Preston Smith,DE,DL,2024,1,REG,2024_01_GB_PHI,GB,PHI,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0031957,Rakeem Nunez-Roches,DT,DL,2024,1,REG,2024_01_MIN_NYG,NYG,MIN,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
00-0032052,Dante Fowler Jr.,DE,DL,2024,1,REG,2024_01_WAS_TB,WAS,TB,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0
00-0032103,Denzel Perryman,MLB,LB,2024,1,REG,2024_01_LV_LAC,LAC,LV,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032129,Jordan Hicks,MLB,LB,2024,1,REG,2024_01_DAL_CLE,CLE,DAL,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
00-0032146,Bud Dupree,OLB,LB,2024,1,REG,2024_01_LV_LAC,LAC,LV,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00-0032164,Arik Armstead,DE,DL,2024,1,REG,2024_01_JAX_MIA,JAX,MIA,1,0,0,1,5,0,1,5,1,0,0,0,0,0,0
00-0032195,Ronald Darby,CB,DB,2024,1,REG,2024_01_JAX_MIA,JAX,MIA,5,0,2,1,3,0,0,0,0,0,0,1,0,0,0
00-0032265,Mario Edwards,DE,DL,2024,1,REG,2024_01_HOU_IND,HOU,IND,2,0,1,1,11,0,1,11,1,0,0,0,0,0,0
00-0032366,Tyler Matakevich,ILB,LB,2024,1,REG,2024_01_PIT_ATL,PIT,ATL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032378,DeForest Buckner,DT,DL,2024,1,REG,2024_01_HOU_IND,IND,HOU,4,1,1,1,7,0,1.5,12,2,0,0,0,0,0,0
00-0032399,Miles Killebrew,SAF,DB,2024,1,REG,2024_01_PIT_ATL,PIT,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032401,De'Vondre Campbell,OLB,LB,2024,1,REG,2024_01_NYJ_SF,SF,NYJ,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
00-0032415,Matthew Judon,OLB,LB,2024,1,REG,2024_01_PIT_ATL,ATL,PIT,2,0,4,0,0,0,0.5,4,1,0,0,0,0,0,0
00-0032416,Quinton Jefferson,DE,DL,2024,1,REG,2024_01_DAL_CLE,CLE,DAL,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
00-0032463,Kyle Peko,NT,DL,2024,1,REG,2024_01_LA_DET,DET,LA,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0
00-0032521,Mike Hilton,CB,DB,2024,1,REG,2024_01_NE_CIN,CIN,NE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0032574,Michael Pierce,DT,DL,2024,1,REG,2024_01_BAL_KC,BAL,KC,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
00-0032580,Jonathan Jones,DB,DB,2024,1,REG,2024_01_NE_CIN,NE,CIN,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0
00-0032667,Roy Robertson-Harris,DE,DL,2024,1,REG,2024_01_JAX_MIA,JAX,MIA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00-0032671,Morgan Fox,DE,DL,2024,1,REG,2024_01_LV_LAC,LAC,LV,3,0,1,0,0,0,0.5,6,1,0,0,0,0,0,0
00-0032759,Sheldon Rankins,DT,DL,2024,1,REG,2024_01_NE_CIN,CIN,NE,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
00-0032762,Chris Jones,DE,DL,2024,1,REG,2024_01_BAL_KC,KC,BAL,1,0,2,1,6,1,1,6,0,0,0,0,0,0,0
00-0032763,Austin Johnson,NT,DL,2024,1,REG,2024_01_ARI_BUF,BUF,ARI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032889,A'Shawn Robinson,DT,DL,2024,1,REG,2024_01_CAR_NO,CAR,NO,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00-0032892,Nick Vigil,OLB,LB,2024,1,REG,2024_01_DAL_CLE,DAL,CLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0032939,Vonn Bell,S,DB,2024,1,REG,2024_01_NE_CIN,CIN,NE,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
00-0032971,Justin Simmons,FS,DB,2024,1,REG,2024_01_PIT_ATL,ATL,PIT,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
00-0033010,Sheldon Day,DT,DL,2024,1,REG,2024_01_WAS_TB,WAS,TB,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
00-0033046,Jihad Ward,LB,LB,2024,1,REG,2024_01_MIN_NYG,MIN,NYG,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
00-0033051,David Onyemata,DT,DL,2024,1,REG,2024_01_PIT_ATL,ATL,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0033055,Jalen Ramsey,CB,DB,2024,1,REG,2024_01_JAX_MIA,MIA,JAX,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0
00-0033066,Andrew Billings,DT,DL,2024,1,REG,2024_01_TEN_CHI,CHI,TEN,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0
00-0033072,Leonard Floyd,DE,DL,2024,1,REG,2024_01_NYJ_SF,SF,NYJ,1,0,1,1,5,0,1,5,1,0,0,0,0,0,0
00-0033073,Emmanuel Ogbah,DE,DL,2024,1,REG,2024_01_JAX_MIA,MIA,JAX,2,0,2,1,4,0,1,4,2,0,0,0,0,0,0
00-0033084,Kendall Fuller,CB,DB,2024,1,REG,2024_01_JAX_MIA,MIA,JAX,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
00-0033093,Jonathan Bullard,DE,DL,2024,1,REG,2024_01_MIN_NYG,MIN,NYG,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
00-0033109,Javon Hargrave,NT,DL,2024,1,REG,2024_01_NYJ_SF,SF,NYJ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033120,Kenny Clark,NT,DL,2024,1,REG,2024_01_GB_PHI,GB,PHI,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0033131,Maliek Collins,DT,DL,2024,1,REG,2024_01_NYJ_SF,SF,NYJ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033132,Kevin Byard,FS,DB,2024,1,REG,2024_01_TEN_CHI,CHI,TEN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0033156,Joey Bosa,DE,DL,2024,1,REG,2024_01_LV_LAC,LAC,LV,6,0,1,1,6,1,1,6,2,0,0,0,0,0,0
00-0033281,Marlon Humphrey,CB,DB,2024,1,REG,2024_01_BAL_KC,BAL,KC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0033294,Chuck Clark,SAF,DB,2024,1,REG,2024_01_NYJ_SF,NYJ,SF,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
00-0033297,D.J. Jones,DT,DL,2024,1,REG,2024_01_DEN_SEA,DEN,SEA,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00-0033336,Eric Wilson,LB,LB,2024,1,REG,2024_01_GB_PHI,GB,PHI,2,1,1,2,6,0,0,0,0,0,0,0,0,0,0
00-0033381,Adam Butler,DT,DL,2024,1,REG,2024_01_LV_LAC,LV,LAC,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
00-0033393,Kenny Moore II,CB,DB,2024,1,REG,2024_01_HOU_IND,IND,HOU,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0033512,Damontae Kazee,S,DB,2024,1,REG,2024_01_PIT_ATL,PIT,ATL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033523,Jonathan Allen,DE,DL,2024,1,REG,2024_01_WAS_TB,WAS,TB,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00-0033524,Kevin King,CB,DB,2024,1,REG,2024_01_PIT_ATL,ATL,PIT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0033546,Dalvin Tomlinson,DE,DL,2024,1,REG,2024_01_DAL_CLE,CLE,DAL,1,0,2,1,7,0,1,7,1,0,0,0,0,0,0
00-0033548,Chidobe Awuzie,CB,DB,2024,1,REG,2024_01_TEN_CHI,TEN,CHI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033551,Rasul Douglas,CB,DB,2024,1,REG,2024_01_ARI_BUF,BUF,ARI,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0033557,Jalen Reeves-Maybin,LB,LB,2024,1,REG,2024_01_LA_DET,DET,LA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0033570,Anthony Walker,MLB,LB,2024,1,REG,2024_01_JAX_MIA,MIA,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033579,Xavier Woods,FS,DB,2024,1,REG,2024_01_CAR_NO,CAR,NO,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
00-0033782,DeMarcus Walker,DE,DL,2024,1,REG,2024_01_TEN_CHI,CHI,TEN,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
00-0033784,Eddie Jackson,FS,DB,2024,1,REG,2024_01_BAL_KC,BAL,KC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033860,Davon Godchaux,DT,DL,2024,1,REG,2024_01_NE_CIN,NE,CIN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033868,Myles Garrett,DE,DL,2024,1,REG,2024_01_DAL_CLE,CLE,DAL,2,0,0,1,7,1,1,7,1,0,0,0,0,0,0
00-0033870,Solomon Thomas,DE,DL,2024,1,REG,2024_01_NYJ_SF,NYJ,SF,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0033874,Marshon Lattimore,CB,DB,2024,1,REG,2024_01_CAR_NO,NO,CAR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033876,Derek Barnett,DE,DL,2024,1,REG,2024_01_HOU_IND,HOU,IND,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0033877,Malik Hooker,FS,DB,2024,1,REG,2024_01_DAL_CLE,DAL,CLE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
00-0033878,Adoree' Jackson,CB,DB,2024,1,REG,2024_01_MIN_NYG,NYG,MIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033883,Jabrill Peppers,FS,DB,2024,1,REG,2024_01_NE_CIN,NE,CIN,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
00-0033884,Tre'Davious White,CB,DB,2024,1,REG,2024_01_LA_DET,LA,DET,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
00-0033886,T.J. Watt,OLB,LB,2024,1,REG,2024_01_PIT_ATL,PIT,ATL,2,0,2,2,12,0,1,9,3,0,0,0,0,0,0
00-0033890,Budda Baker,S,DB,2024,1,REG,2024_01_ARI_BUF,ARI,BUF,3,1,6,1,2,0,0,0,0,0,0,0,0,0,0
00-0033894,Marcus Williams,FS,DB,2024,1,REG,2024_01_BAL_KC,BAL,KC,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0
00-0033905,Larry Ogunjobi,DT,DL,2024,1,REG,2024_01_PIT_ATL,PIT,ATL,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0
00-0033914,Alex Anzalone,MLB,LB,2024,1,REG,2024_01_LA_DET,DET,LA,9,1,3,3,6,0,0,0,0,0,0,0,0,0,0
00-0033926,Shaquill Griffin,CB,DB,2024,1,REG,2024_01_MIN_NYG,MIN,NYG,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0033927,John Johnson,DB,DB,2024,1,REG,2024_01_LA_DET,LA,DET,2,0,4,0,0,0,0,0,0,1,0,1,0,0,0
00-0033928,Jourdan Lewis,CB,DB,2024,1,REG,2024_01_DAL_CLE,DAL,CLE,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
00-0033929,Montravius Adams,DT,DL,2024,1,REG,2024_01_PIT_ATL,PIT,ATL,2,0,1,1,9,0,1,9,1,0,0,0,0,0,0
00-0033935,Trey Hendrickson,LB,LB,2024,1,REG,2024_01_NE_CIN,CIN,NE,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
00-0033941,Rayshawn Jenkins,DB,DB,2024,1,REG,2024_01_DEN_SEA,SEA,DEN,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033952,Grover Stewart,DT,DL,2024,1,REG,2024_01_HOU_IND,IND,HOU,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
00-0034091,George Odum,DB,DB,2024,1,REG,2024_01_NYJ_SF,SF,NYJ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0034116,J.T. Gray,DB,DB,2024,1,REG,2024_01_CAR_NO,NO,CAR,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
00-0034125,Kendal Vickers,DE,DL,2024,1,REG,2024_01_CAR_NO,NO,CAR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0034234,Poona Ford,DT,DL,2024,1,REG,2024_01_LV_LAC,LAC,LV,2,0,1,1,1,0,0,0,1,1,3,2,0,0,0
00-0034248,Elijah Campbell,DB,DB,2024,1,REG,2024_01_JAX_MIA,MIA,JAX,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00-0034251,Daniel Ekuale,DT,DL,2024,1,REG,2024_01_NE_CIN,NE,CIN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0034264,Jalyn Holmes,DT,DL,2024,1,REG,2024_01_NYJ_SF,NYJ,SF,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0
00-0034275,Foley Fatukasi,DT,DL,2024,1,REG,2024_01_HOU_IND,HOU,IND,2,1,1,1,2,0,1,2,1,0,0,0,0,0,0
00-0034277,DeShon Elliott,SAF,DB,2024,1,REG,2024_01_PIT_ATL,PIT,ATL,1,0,3,0,0,0,0,0,0,1,0,2,0,0,0
00-0034285,Zach Sieler,DE,DL,2024,1,REG,2024_01_JAX_MIA,MIA,JAX,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
00-0034302,Frankie Luvu,LB,LB,2024,1,REG,2024_01_WAS_TB,WAS,TB,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00-0034320,Kentavius Street,DE,DL,2024,1,REG,2024_01_PIT_ATL,ATL,PIT,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
00-0034333,Daron Payne,NT,DL,2024,1,REG,2024_01_WAS_TB,WAS,TB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0034344,Marcus Davenport,DE,DL,2024,1,REG,2024_01_LA_DET,DET,LA,0,0,1,0,0,0,0.5,4,4,0,0,0,0,0,0
00-0034356,Donte Jackson,CB,DB,2024,1,REG,2024_01_PIT_ATL,PIT,ATL,1,0,1,0,0,0,0,0,0,1,49,2,0,0,0
00-0034359,Tyquan Lewis,DE,DL,2024,1,REG,2024_01_HOU_IND,IND,HOU,3,1,2,1,8,0,1,8,1,0,0,0,0,0,0
00-0034360,Lorenzo Carter,LB,LB,2024,1,REG,2024_01_PIT_ATL,ATL,PIT,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0034361,Justin Reid,S,DB,2024,1,REG,2024_01_BAL_KC,KC,BAL,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0034368,Josey Jewell,ILB,LB,2024,1,REG,2024_01_CAR_NO,CAR,NO,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0
00-0034371,Da'Shawn Hand,DE,DL,2024,1,REG,2024_01_JAX_MIA,MIA,JAX,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0034373,Dorance Armstrong,DE,DL,2024,1,REG,2024_01_WAS_TB,WAS,TB,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00-0034374,Jordan Whitehead,FS,DB,2024,1,REG,2024_01_WAS_TB,TB,WAS,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0
00-0034375,Kyzir White,OLB,LB,2024,1,REG,2024_01_ARI_BUF,ARI,BUF,3,2,6,1,1,0,0,0,1,0,0,0,0,0,0
00-0034376,Taron Johnson,CB,DB,2024,1,REG,2024_01_ARI_BUF,BUF,ARI,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0034377,Avonte Maddox,FS,DB,2024,1,REG,2024_01_GB_PHI,PHI,GB,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
00-0034381,Josh Sweat,LB,LB,2024,1,REG,2024_01_GB_PHI,PHI,GB,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
00-0034384,D.J. Reed,CB,DB,2024,1,REG,2024_01_NYJ_SF,NYJ,SF,6,1,2,0,0,0,0,0,0,0,0,1,0,0,0
00-0034385,Ja'Whaun Bentley,LB,LB,2024,1,REG,2024_01_NE_CIN,NE,CIN,6,1,5,0,0,0,0.5,2.5,1,0,0,0,0,0,0
00-0034413,Foye Oluokun,LB,LB,2024,1,REG,2024_01_JAX_MIA,JAX,MIA,5,4,2,2,2,0,0,0,0,0,0,1,0,0,0
00-0034431,Zaire Franklin,OLB,LB,2024,1,REG,2024_01_HOU_IND,IND,HOU,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0
00-0034485,Jonathan Owens,SAF,DB,2024,1,REG,2024_01_TEN_CHI,CHI,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0034573,Charvarius Ward,CB,DB,2024,1,REG,2024_01_NYJ_SF,SF,NYJ,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
00-0034673,Tremaine Edmunds,MLB,LB,2024,1,REG,2024_01_TEN_CHI,CHI,TEN,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
00-0034675,Jessie Bates,FS,DB,2024,1,REG,2024_01_PIT_ATL,ATL,PIT,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0034677,Justin Jones,DT,DL,2024,1,REG,2024_01_ARI_BUF,ARI,BUF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0034720,Robert Spillane,LB,LB,2024,1,REG,2024_01_LV_LAC,LV,LAC,7,0,3,1,1,0,0,0,0,0,0,0,0,0,0
00-0034723,Nick Thurman,DE,DL,2024,1,REG,2024_01_CAR_NO,CAR,NO,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
00-0034728,Jaire Alexander,CB,DB,2024,1,REG,2024_01_GB_PHI,GB,PHI,4,0,0,0,0,0,0,0,0,1,17,2,0,0,0
00-0034746,Maurice Hurst,DT,DL,2024,1,REG,2024_01_DAL_CLE,CLE,DAL,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0
00-0034760,Nathan Shepherd,DE,DL,2024,1,REG,2024_01_CAR_NO,NO,CAR,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0
00-0034773,Vita Vea,DT,DL,2024,1,REG,2024_01_WAS_TB,TB,WAS,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
00-0034778,Carlton Davis III,CB,DB,2024,1,REG,2024_01_LA_DET,DET,LA,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00-0034780,Isaac Yiadom,CB,DB,2024,1,REG,2024_01_NYJ_SF,SF,NYJ,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00-0034782,Harrison Phillips,DT,DL,2024,1,REG,2024_01_MIN_NYG,MIN,NYG,1,0,4,1,2,0,1,2,1,0,0,1,0,0,0
00-0034787,Chris Board,LB,LB,2024,1,REG,2024_01_BAL_KC,BAL,KC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0034789,Minkah Fitzpatrick,FS,DB,2024,1,REG,2024_01_PIT_ATL,PIT,ATL,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0034790,Derwin James,FS,DB,2024,1,REG,2024_01_LV_LAC,LAC,LV,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
00-0034797,Jerome Baker,OLB,LB,2024,1,REG,2024_01_DEN_SEA,SEA,DEN,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0
00-0034800,B.J. Hill,DE,DL,2024,1,REG,2024_01_NE_CIN,CIN,NE,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0
00-0034805,John Franklin-Myers,DE,DL,2024,1,REG,2024_01_DEN_SEA,DEN,SEA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
00-0034810,Sebastian Joseph-Day,DT,DL,2024,1,REG,2024_01_TEN_CHI,TEN,CHI,1,1,1,2,21,0,1,19,1,0,0,1,0,0,0
00-0034815,Fred Warner,MLB,LB,2024,1,REG,2024_01_NYJ_SF,SF,NYJ,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0
00-0034825,Arden Key,DE,DL,2024,1,REG,2024_01_TEN_CHI,TEN,CHI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00-0034828,Harold Landry III,LB,LB,2024,1,REG,2024_01_TEN_CHI,TEN,CHI,3,0,3,1,10,0,1,10,2,0,0,0,0,0,0
00-0034834,Sam Hubbard,DE,DL,2024,1,REG,2024_01_NE_CIN,CIN,NE,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0
